id,type,log,stack,tags,stamp,trace,reference,microtime,context,user_id
023aa1b9-450c-4bce-b254-8ef529456d67,info,Running job [2a03b41e-7507-4410-a0e0-13f49b70b1aa],,job,2022-03-06 00:39:06.0,be714c1d-55a8-469e-9c07-ae534046cd2c,ec633af9-ec7f-4d2b-8f91-78754c1c5746,1646527146.609284,null,ef1bb964-8099-4d5d-9484-d4d8174c6c33
0242428f-8d7c-4b05-9e7c-866778c1c945,info,Job (probably) running [yes] [pid: 49]. Executor finished ['/usr/local/bin/php' '/var/www/cli.php' 'job' '--trace=f64e2685-d58e-4445-8c69-d419bd966d6f' '--user=ef1bb964-8099-4d5d-9484-d4d8174c6c33' 'bd9852ac-09f9-4d20-8ce9-54e40075c694'].,,job,2022-02-14 06:09:47.0,f64e2685-d58e-4445-8c69-d419bd966d6f,,1644818987.15154,null,ef1bb964-8099-4d5d-9484-d4d8174c6c33
024b30aa-8d6c-4456-8214-9e3aabdbf478,info,Resolved language [] for current user [marek.hanzal@x32.cz]; default [null].,,"",2022-03-07 10:56:58.0,8271047f-a67d-41be-b139-7f0f1067334e,d5a0cb8b-a9cc-4696-b576-da323502a44a,1646650618.712107,null,ef1bb964-8099-4d5d-9484-d4d8174c6c33
026013d2-af08-4161-8522-711da4285104,debug,Success of [Edde\Job\Command\JobExecutorCommand],,job,2022-02-16 01:01:32.0,d671734f-1c8b-403d-a32d-5f1bfb5166df,d78302e9-152e-4051-989f-dc829b65c641,1644973292.567065,null,ef1bb964-8099-4d5d-9484-d4d8174c6c33
026489ca-f69e-4e58-b7d0-9c66dd5941b2,info,"Job successfully finished, setting job done.",,job,2022-02-16 00:59:45.0,a12a84e1-b772-4d08-a6b5-7b39ebd27bb0,c63aee51-4ec8-4f5f-b43f-c31ddeb4d9ba,1644973185.369742,null,ef1bb964-8099-4d5d-9484-d4d8174c6c33
027292b1-7e5a-4056-9e0a-5caabf6f96b8,info,New job [1e829f4c-4847-4729-bf84-c8424bd7c2ae].,,job,2022-02-14 06:33:56.0,19160d8c-fc6b-418b-a0c7-77ccc1f7f6e6,,1644820436.596556,null,ef1bb964-8099-4d5d-9484-d4d8174c6c33
0290b739-fa96-4ecb-a93f-44b505e629d5,debug,"Everything OK, time for image record",,Edde\Image\ImageJobService,2022-02-17 10:54:03.0,70ca617e-1f6d-48b5-8277-77630a1c62f6,39e7fa58-6d29-4a56-b3f9-4db8814a8499,1645095243.075406,null,ef1bb964-8099-4d5d-9484-d4d8174c6c33
02a24399-eb98-4665-a3d6-96c4e55a3ba1,debug,Image saved to [/var/www/.data/files/bd7f3b15/888e/4c1f/b472/6359d4148694/bd7f3b15-888e-4c1f-b472-6359d4148694].,,Edde\Image\ImageService,2022-02-14 06:33:09.0,ad14b58c-c7dd-4472-bc3a-8a3b30e19c25,edba252d-0cea-4e52-84ad-a0ac675317a9,1644820389.504377,null,ef1bb964-8099-4d5d-9484-d4d8174c6c33
02a93c50-2b68-421a-9c7a-6a03fdee00b9,debug,Image loaded,,Edde\Image\ImageService,2022-02-14 06:29:54.0,e2bec227-c5c7-4148-b947-476878bbb783,01329864-2527-4164-90c5-60ea5087910f,1644820194.694647,null,ef1bb964-8099-4d5d-9484-d4d8174c6c33
02aaa0bd-8698-4c01-baa3-cb558a1807d5,debug,"Done, time to go.",,Edde\Image\ImageJobService,2022-02-14 06:34:01.0,f213bceb-7a55-44fd-bd0e-316df3d205c1,19160d8c-fc6b-418b-a0c7-77ccc1f7f6e6,1644820441.317477,null,ef1bb964-8099-4d5d-9484-d4d8174c6c33
02be35ed-37db-4268-b0af-4084beadeb2d,debug,"Refreshed ""original"" file.",,Edde\Image\ImageJobService,2022-02-14 07:46:41.0,3774039d-2e99-4ac3-b98e-d58989be5d71,ddcfa14d-4ef3-465c-b294-ed41a826fcff,1644824801.92371,null,ef1bb964-8099-4d5d-9484-d4d8174c6c33
02c65a22-b89c-49c1-8f8f-2f425771bc91,info,Resolved language [] for current user [marek.hanzal@x32.cz]; default [null].,,"",2022-02-14 06:37:26.0,43df1394-c317-4d60-a7bf-3acc7010ba10,10582e5c-29d2-4da7-b06c-1259e62acf4e,1644820646.255741,null,ef1bb964-8099-4d5d-9484-d4d8174c6c33
02f8447c-5fb6-4f08-9799-60033279b301,info,"Job successfully finished, setting job done.",,job,2022-02-14 06:11:23.0,66a9213f-ebd2-4950-968a-2b6eb9f4cf3d,940a73f8-b5a0-44dd-9ae0-8d360290d298,1644819083.908832,null,ef1bb964-8099-4d5d-9484-d4d8174c6c33
03113324-c8b4-497c-a0dc-cdb64eaf7ca5,debug,Searching for PHP bin (php-cli) in [/usr/local/bin].,,"",2022-02-16 01:01:10.0,0c1c2974-5ad1-4a2e-b818-3b291f5d1760,,1644973270.009018,null,ef1bb964-8099-4d5d-9484-d4d8174c6c33
0329d7d0-1fc7-4484-a0c7-822588f45c99,debug,Image saved to [/var/www/.data/files/13dd2a81/f518/4958/9f40/e8172876df9d/13dd2a81-f518-4958-9f40-e8172876df9d].,,Edde\Image\ImageService,2022-02-14 10:26:49.0,fdd0e459-bb0e-43d1-9d64-51099be278db,bb49c6ee-e25b-4cd2-be51-639430d59631,1644834409.365996,null,ef1bb964-8099-4d5d-9484-d4d8174c6c33
032d0cf0-fbd6-46a8-b712-b0fa7d9a1252,debug,Imagick available yes,,Edde\Image\ImageService,2022-02-14 06:34:22.0,d070d1e3-15e0-4e64-a06c-136d4f99bbd4,c0832aa5-2337-4707-bdd1-3b3a2b352bcd,1644820462.56983,null,ef1bb964-8099-4d5d-9484-d4d8174c6c33
033036dd-3a29-40b8-839c-7b7f3068d319,info,New job [2832fe74-0124-4c01-aab0-1d47d3eb37fa].,,job,2022-02-14 10:27:36.0,665d74a1-d1a1-493c-9b18-a16eec0c9490,18b8a9e8-17d7-4aef-80a2-f5fcf31e2757,1644834456.859342,null,ef1bb964-8099-4d5d-9484-d4d8174c6c33
0398760d-2d5a-47d6-a796-37a32f657dc1,info,Finished.,,job,2022-02-18 21:01:49.0,8b6b22ca-8fb2-4732-9737-bb7afc1b5cd0,c5b90125-12f7-451e-b388-8e500c589593,1645218109.498175,null,cefce5d6-ebbc-42be-b135-0e4c713da34a
03b2efde-f55a-4ac5-839b-3cf9dc7b1be0,debug,"Refreshed ""original"" file.",,Edde\Image\ImageJobService,2022-02-14 10:27:14.0,67ea6972-ed7f-4f84-8b18-8ee471892ef6,70ceafa1-60b2-45ef-8eaf-9a4c5f96ae48,1644834434.81471,null,ef1bb964-8099-4d5d-9484-d4d8174c6c33
03b43760-5835-4f0b-ae06-947a18abe6db,debug,Found [1] images to process,,Edde\Image\ImageJobService,2022-02-14 10:26:48.0,fdd0e459-bb0e-43d1-9d64-51099be278db,bb49c6ee-e25b-4cd2-be51-639430d59631,1644834408.443859,null,ef1bb964-8099-4d5d-9484-d4d8174c6c33
03bbbef1-bd43-4552-a8a8-bf174480aed1,debug,"Converting [/var/www/.data/files/d2648f38/4ef9/41ae/938e/1db7c8d26d75/d2648f38-4ef9-41ae-938e-1db7c8d26d75] to [/var/www/.data/files/d2648f38/4ef9/41ae/938e/1db7c8d26d75/d2648f38-4ef9-41ae-938e-1db7c8d26d75], format [jpeg].",,Edde\Image\ImageService,2022-02-14 06:29:53.0,e2bec227-c5c7-4148-b947-476878bbb783,01329864-2527-4164-90c5-60ea5087910f,1644820193.041099,null,ef1bb964-8099-4d5d-9484-d4d8174c6c33
03c5aa4c-b3aa-4951-ad54-3b67a289b085,info,Running job [d40ef801-d2a9-4039-b71a-0a2a5615dd01],,job,2022-02-14 14:14:07.0,1949e163-61e4-4281-9ebc-d6936f0557a9,48c042aa-0101-4496-a360-91798b7dc8aa,1644848047.042673,null,ef1bb964-8099-4d5d-9484-d4d8174c6c33
03d5e461-d00f-4ab9-9ed8-99a968297a74,info,Running job [4a119b35-34d0-42eb-8f3d-45807ad7b504],,job,2022-02-18 12:53:35.0,b232460b-64df-4d46-9c5c-a2fa13627434,296d37c7-9d59-45e4-a4d2-6d765d8820c8,1645188815.309788,null,ef1bb964-8099-4d5d-9484-d4d8174c6c33
03eb1835-c37b-4cde-83fb-11f509046d65,info,Executing background job for [Edde\File\FileGcService] in [Edde\Job\CliJobExecutor].,,job,2022-02-14 06:34:01.0,f213bceb-7a55-44fd-bd0e-316df3d205c1,19160d8c-fc6b-418b-a0c7-77ccc1f7f6e6,1644820441.325851,null,ef1bb964-8099-4d5d-9484-d4d8174c6c33
03f7393a-d091-4c22-9fb3-b83bf46995dd,info,Running job [5bf17a98-54ce-48ae-89f6-674ca4477526],,job,2022-02-14 10:26:21.0,61fbfed8-3f38-4daf-8b3e-195e9a655998,dd3b1b15-96a2-4927-a319-56259dea2f17,1644834381.976306,null,ef1bb964-8099-4d5d-9484-d4d8174c6c33
